seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,coalition_round,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,final_raw_contribution_weights,rounds_executed,final_accepted_round,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_delivered_solution_evaluation_loss,final_full_solution_source,final_loo_search_objective,final_consistency_l1,final_raw_consistency_l1,final_solver_audit_status,solver_recovery_attempts,solver_recovery_successes,selected_poison_weight,stage3_requests,contribution_requests,payment_status,payment_contribution_source,payment_fallback_reason,payment_contribution_weights,payment_requests,paid_total,initial_coalition_ids,final_coalition_ids,coalition_rounds_executed,pruning_log
12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.4445629359617211, 0.2752028742970554, 0.2802341897412234]","[0.7391934370396017, 0.20826347468994705, 0.05254308827045126]","[0.7474762962989133, 0.2057110285951841, 0.046812675105902646]",20,5,False,max_rounds,0.05,2,17,0.0083560729556214,0.006088757266600926,0.006088757266600926,stage3_l_opt,l_opt_current_alpha,0.5892610021557612,0.6058267206743844,not_needed,0,0,0.0,21579,31527,ok,eval,,"[0.7474762962989132, 0.20571102859518403, 0.04681267510590264]",0,10.000000000000002,"[18, 15, 17]","[18, 15, 17]",1,"[{""coalition_ids"": [18, 15, 17], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
12,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.4380290321695389, 0.229164880556403, 0.3328060872740582]","[0.7342001070663646, 0.20980196445527, 0.055997928478365426]","[0.7423810616323449, 0.20728091611081975, 0.050338022256835466]",20,6,False,max_rounds,0.05,2,17,0.008183495408063256,0.00604543462395668,0.00604543462395668,stage3_l_opt,l_opt_current_alpha,0.5923421497936514,0.6087040589256119,not_needed,0,0,0.0,21204,26307,ok,eval,,"[0.7423810616323449, 0.20728091611081975, 0.050338022256835466]",0,10.0,"[18, 15, 17]","[18, 15, 17]",1,"[{""coalition_ids"": [18, 15, 17], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.0070244658780254906, 0.9862689619713839, 0.0067065721505906025]","[0.006688762795242454, 0.986644570538091, 0.006666666666666667]","[2.2547069975293158e-05, 0.9999774529300247, 0.0]",14,13,True,fixed_point_tolerance,0.5,13,0,0.022243534072541704,0.012428857075671354,0.012428857075671354,stage3_l_opt,l_opt_current_alpha,0.0007512171334140135,0.027416981917281598,not_needed,0,0,0.0,3168,19938,ok,eval,,"[2.2547069975293158e-05, 0.9999774529300247, 0.0]",0,10.0,"[17, 6, 9]","[17, 6, 9]",1,"[{""coalition_ids"": [17, 6, 9], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
13,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.006874982227973363, 0.9863317173758339, 0.006793300396192794]","[0.006688762795242454, 0.986644570538091, 0.006666666666666667]","[2.2547069975293158e-05, 0.9999774529300247, 0.0]",12,11,True,fixed_point_tolerance,0.5,11,0,0.02224353556065156,0.012428857075671354,0.012428857075671354,stage3_l_opt,l_opt_current_alpha,0.000625706324514079,0.027291471108381662,not_needed,0,0,0.0,2583,18192,ok,eval,,"[2.2547069975293158e-05, 0.9999774529300247, 0.0]",0,10.0,"[17, 6, 9]","[17, 6, 9]",1,"[{""coalition_ids"": [17, 6, 9], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
14,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.9863279506833472, 0.006834333474625916, 0.006837715842026894]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]","[1.0, 0.0, 0.0]",12,11,True,fixed_point_tolerance,0.5,11,0,0.001376671898484099,0.008076914896567663,0.008076914896567663,stage3_l_opt,l_opt_current_alpha,0.0006774319666389469,0.02734409863330559,not_needed,0,0,0.0,2640,23151,ok,eval,,"[1.0, 0.0, 0.0]",0,10.0,"[15, 5, 6]","[15, 5, 6]",1,"[{""coalition_ids"": [15, 5, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
14,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.986380250587868, 0.006829163773792755, 0.006790585638339203]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]","[1.0, 0.0, 0.0]",12,11,True,fixed_point_tolerance,0.5,11,0,0.0013766720504023097,0.008076914896567663,0.008076914896567663,stage3_l_opt,l_opt_current_alpha,0.0005728321575972691,0.02723949882426391,not_needed,0,0,0.0,2682,21492,ok,eval,,"[1.0, 0.0, 0.0]",0,10.0,"[15, 5, 6]","[15, 5, 6]",1,"[{""coalition_ids"": [15, 5, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
15,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[16, 3]","[0.5369141968243755, 0.46308580317562453]","[0.010481411677751979, 0.989518588322248]","[0.010002897081579991, 0.98999710291842]","[2.956205693867163e-06, 0.9999970437943061]",11,10,True,fixed_point_tolerance,0.5,10,0,0.016231408239997677,0.001535077579319477,0.001535077579319477,stage3_l_opt,l_opt_current_alpha,0.000957029192343974,0.02095691094411617,not_needed,0,0,0.0,16180,27772,ok,eval,,"[2.956205693867163e-06, 0.9999970437943061]",0,10.0,"[12, 16, 3]","[16, 3]",2,"[{""coalition_ids"": [12, 16, 3], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 12, ""pruning_candidate_contribution"": -0.00025718651401499936, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 12, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [16, 3], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
15,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.4036876812048038, 0.3108715215885775, 0.2854407972066188]","[0.00666753768162781, 0.3513614195292255, 0.6419710427891467]","[8.887907766765177e-07, 0.3517293396556723, 0.648269771553551]",20,5,False,max_rounds,0.05,1,18,0.005550466474220147,0.005400297309582432,0.005400297309582432,stage3_l_opt,l_opt_current_alpha,0.7940402870463519,0.8073735848280541,not_needed,1,1,0.0,7980,28917,ok,eval,,"[0.0, 0.3517296522697431, 0.6482703477302568]",0,10.0,"[12, 16, 3]","[12, 16, 3]",1,"[{""coalition_ids"": [12, 16, 3], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
16,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.46188961818461244, 0.3064759237810961, 0.2316344580342915]","[0.4984057535475183, 0.28983551797000584, 0.21175872848247582]","[0.5017745784498486, 0.2889478074523869, 0.20927761409776446]",20,6,False,max_rounds,0.05,5,14,0.016688264481620113,0.010746020823717117,0.010746020823717117,stage3_l_opt,l_opt_current_alpha,0.07303227072581184,0.07976992053047244,not_needed,0,0,0.0,5346,20082,ok,eval,,"[0.5017745784498486, 0.2889478074523869, 0.20927761409776446]",0,10.0,"[8, 10, 2]","[8, 10, 2]",1,"[{""coalition_ids"": [8, 10, 2], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
16,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.4644823750610211, 0.2931839910112627, 0.24233363392771612]","[0.5011514296346593, 0.28851081826587044, 0.21033775209947037]","[0.5045762887428497, 0.287596073060412, 0.2078276381967385]",20,7,False,max_rounds,0.05,4,15,0.016674065372801056,0.010740604251623154,0.010740604251623154,stage3_l_opt,l_opt_current_alpha,0.07333810914727623,0.08018782736365687,not_needed,0,0,0.0,4557,21189,ok,eval,,"[0.5045762887428495, 0.28759607306041196, 0.20782763819673847]",0,10.000000000000002,"[8, 10, 2]","[8, 10, 2]",1,"[{""coalition_ids"": [8, 10, 2], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
17,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[19, 14, 15]","[0.43312189581145044, 0.31999163326538566, 0.24688647092316396]","[0.2613968169202345, 0.21083348871959184, 0.5277696943601737]","[0.20863588325039661, 0.7846974500829367, 0.006666666666666667]","[0.2060910373303367, 0.7939089626696633, 0.0]",20,4,False,max_rounds,0.05,2,17,0.007295076548421209,0.01230244276424249,0.01230244276424249,stage3_l_opt,l_opt_current_alpha,1.1477279227266899,1.1661509479001428,not_needed,2,2,0.0,19413,17538,ok,eval,,"[0.2060910373303367, 0.7939089626696633, 0.0]",0,10.0,"[19, 14, 15]","[19, 14, 15]",1,"[{""coalition_ids"": [19, 14, 15], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
17,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,1,"[19, 15]","[0.6369361275528013, 0.3630638724471987]","[0.5407590343283398, 0.4592409656716603]","[0.10178257577856543, 0.8982174242214346]","[0.09365568956996474, 0.9063443104300353]",20,5,False,max_rounds,0.05,2,17,0.0026085418333372246,0.0074589988216757774,0.0074589988216757774,stage3_l_opt,l_opt_current_alpha,0.8779529170995487,0.8942066895167501,not_needed,0,0,0.0,21665,19471,ok,eval,,"[0.09365568956996474, 0.9063443104300353]",0,10.0,"[19, 14, 15]","[19, 15]",2,"[{""coalition_ids"": [19, 14, 15], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 14, ""pruning_candidate_contribution"": -0.0005009248852729797, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 14, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [19, 15], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
18,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[8, 6]","[0.643372973760584, 0.3566270262394161]","[0.9895133569680022, 0.010486643031997735]","[0.9899918617555356, 0.010008138244464409]","[0.9999916956689139, 8.304331086131012e-06]",11,10,True,fixed_point_tolerance,0.5,10,0,0.010048888088283203,0.0006168950349092484,0.0006168950349092484,stage3_l_opt,l_opt_current_alpha,0.0009570095750666332,0.02095667740182324,not_needed,0,0,0.0,2521,5971,ok,eval,,"[0.9999916956689139, 8.304331086131012e-06]",0,10.0,"[8, 10, 6]","[8, 6]",2,"[{""coalition_ids"": [8, 10, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 10, ""pruning_candidate_contribution"": -0.00032004217306772853, ""pruning_state_source"": ""terminal_audited_uninformative"", ""removed_agent_id"": 10, ""solver_audit_status"": ""audited_uninformative"", ""stage3a_stop_reason"": ""audited_uninformative"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [8, 6], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
18,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[8, 10, 6]","[0.45959297867582394, 0.28565078512786485, 0.2547562361963112]","[0.28903791430987563, 0.4581272468756917, 0.25283483881443264]","[0.006666666666666667, 0.4444387092702328, 0.5488946240631005]","[0.0, 0.4467061659220063, 0.5532938340779937]",20,7,False,max_rounds,0.05,3,16,0.014524996167182036,0.0007309106489022573,0.0007309106489022573,stage3_l_opt,l_opt_current_alpha,0.5921195704973357,0.600917990527122,recovered_informative,18,18,0.0,6558,25626,ok,eval,,"[0.0, 0.4467061659220063, 0.5532938340779937]",0,10.0,"[8, 10, 6]","[8, 10, 6]",1,"[{""coalition_ids"": [8, 10, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
19,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[10, 8, 18]","[0.3984081239269777, 0.3523335035096514, 0.2492583725633708]","[0.36820560055223406, 0.27506247668526596, 0.3567319227625]","[0.4183551811328227, 0.1912635368965641, 0.39038128197061334]","[0.42009032088383264, 0.18836415329581369, 0.3915455258203537]",20,4,False,max_rounds,0.05,2,17,0.020626603976590052,0.01096365600824356,0.01096365600824356,stage3_l_opt,l_opt_current_alpha,0.16759787957740385,0.17339664677890454,not_needed,0,0,0.0,5523,12210,ok,eval,,"[0.42009032088383264, 0.18836415329581369, 0.3915455258203537]",0,10.0,"[10, 8, 18]","[10, 8, 18]",1,"[{""coalition_ids"": [10, 8, 18], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
19,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[10, 8, 18]","[0.3984081239269777, 0.3523335035096514, 0.2492583725633708]","[0.43707976233117873, 0.16025492011089604, 0.4026653175579252]","[0.4366687504155698, 0.16066045264420947, 0.40267079694022084]","[0.4387776364784725, 0.1571365163036151, 0.40408584721791235]",12,11,True,fixed_point_tolerance,0.25,10,1,0.0221983856629846,0.01107379918297132,0.01107379918297132,stage3_l_opt,l_opt_current_alpha,0.0008220238312180439,0.0062368076145618845,not_needed,1,1,0.0,8226,9114,ok,eval,,"[0.4387776364784725, 0.1571365163036151, 0.40408584721791235]",0,10.0,"[10, 8, 18]","[10, 8, 18]",1,"[{""coalition_ids"": [10, 8, 18], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
20,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[17, 11, 10]","[0.4483165027008619, 0.28458531095705364, 0.2670981863420845]","[0.98634488509354, 0.006826173353216328, 0.0068289415532436625]","[0.9866638915683089, 0.006666666666666665, 0.006669441765024308]","[0.999997168266982, 0.0, 2.8317330180027643e-06]",12,11,True,fixed_point_tolerance,0.5,11,0,0.012060738056514808,0.0057740795115629835,0.0057740795115629835,stage3_l_opt,l_opt_current_alpha,0.0006380129495379191,0.027304566346884013,recovered_informative,12,12,0.0,7821,37986,ok,eval,,"[0.999997168266982, 0.0, 2.8317330180027643e-06]",0,10.0,"[17, 11, 10]","[17, 11, 10]",1,"[{""coalition_ids"": [17, 11, 10], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
20,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[17, 11, 10]","[0.4483165027008619, 0.28458531095705364, 0.2670981863420845]","[0.9864010208879613, 0.006802378939161788, 0.006796600172876841]","[0.9866638915683089, 0.006666666666666665, 0.006669441765024308]","[0.999997168266982, 0.0, 2.8317330180027643e-06]",12,11,True,fixed_point_tolerance,0.5,11,0,0.012060738056514586,0.0057740795115629835,0.0057740795115629835,stage3_l_opt,l_opt_current_alpha,0.0005257413606952381,0.027192294758041333,recovered_informative,12,12,0.0,7104,34470,ok,eval,,"[0.999997168266982, 0.0, 2.8317330180027643e-06]",0,10.0,"[17, 11, 10]","[17, 11, 10]",1,"[{""coalition_ids"": [17, 11, 10], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
21,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[2, 10]","[0.6366802990508637, 0.3633197009491363]","[0.9895214803035818, 0.010478519696418193]","[0.99, 0.01]","[1.0, 0.0]",11,10,True,fixed_point_tolerance,0.5,10,0,0.009730165856386863,0.0011624889448285103,0.0011624889448285103,stage3_l_opt,l_opt_current_alpha,0.0009570393928364038,0.020957039392836413,not_needed,0,0,0.0,6260,24034,ok,eval,,"[1.0, 0.0]",0,10.0,"[2, 9, 10]","[2, 10]",2,"[{""coalition_ids"": [2, 9, 10], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 9, ""pruning_candidate_contribution"": -0.011602265139420826, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 9, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [2, 10], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
21,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,1,"[2, 10]","[0.6366802990508637, 0.3633197009491363]","[0.9896549594482911, 0.010345040551708876]","[0.99, 0.01]","[1.0, 0.0]",11,10,True,fixed_point_tolerance,0.5,10,0,0.009730165856386835,0.0011624889448285103,0.0011624889448285103,stage3_l_opt,l_opt_current_alpha,0.0006900811034177955,0.020690081103417805,not_needed,0,0,0.0,6448,26821,ok,eval,,"[1.0, 0.0]",0,10.0,"[2, 9, 10]","[2, 10]",2,"[{""coalition_ids"": [2, 9, 10], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 9, ""pruning_candidate_contribution"": -0.012242724498112995, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 9, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [2, 10], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
22,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[1, 6]","[0.5747282549259761, 0.4252717450740238]","[0.5236846349012231, 0.47631536509877687]","[0.9736926980244621, 0.026307301975537843]","[0.9833598959433287, 0.016640104056671268]",20,5,False,max_rounds,0.05,1,18,0.007521047436884809,0.0028046444058418274,0.0028046444058418274,stage3_l_opt,l_opt_current_alpha,0.9000161262464781,0.9193505220842113,not_needed,0,0,0.0,7399,26215,ok,eval,,"[0.9833598959433287, 0.016640104056671268]",0,10.0,"[1, 19, 6]","[1, 6]",2,"[{""coalition_ids"": [1, 19, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 19, ""pruning_candidate_contribution"": -2.259512742360404e-05, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 19, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [1, 6], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
22,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[1, 19, 6]","[0.3883730512755489, 0.3242492465842478, 0.28737770214020336]","[0.4188886576413682, 0.3055020237160875, 0.2756093186425444]","[0.8894275327518574, 0.017038649707203823, 0.09353381754093887]","[0.9007763939644803, 0.010583656163813423, 0.08863994987170633]",20,4,False,max_rounds,0.05,1,18,0.006024827189221149,0.0018470808863639832,0.0018470808863639832,stage3_l_opt,l_opt_current_alpha,0.9410777502209784,0.9637754726462242,not_needed,0,0,0.0,3516,19599,ok,eval,,"[0.9007763939644802, 0.010583656163813421, 0.08863994987170631]",0,10.0,"[1, 19, 6]","[1, 19, 6]",1,"[{""coalition_ids"": [1, 19, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
23,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[3, 18, 5]","[0.36609480630527397, 0.3196368032667526, 0.31426839042797344]","[0.6604196019815307, 0.17367898841628024, 0.16590140960218908]","[0.6621862073574302, 0.16891424470077387, 0.1688995479417959]","[0.6688974905007792, 0.1655587530960278, 0.16554375640319313]",20,4,False,max_rounds,0.05,3,16,0.007804054623689165,0.0025250365336736045,0.0025250365336736045,stage3_l_opt,l_opt_current_alpha,0.009529487431012645,0.01695577703849685,not_needed,0,0,0.0,3003,21897,ok,eval,,"[0.6688974905007791, 0.16555875309602777, 0.1655437564031931]",0,10.0,"[3, 18, 5]","[3, 18, 5]",1,"[{""coalition_ids"": [3, 18, 5], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
23,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[3, 18, 5]","[0.36609480630527397, 0.3196368032667526, 0.31426839042797344]","[0.6653583308236172, 0.16758008174438946, 0.16706158743199345]","[0.6619333276021666, 0.16904067892768299, 0.16902599347015043]","[0.6686394499341836, 0.16568776761328197, 0.16567278245253447]",20,17,False,max_rounds,0.05,13,6,0.007806092106634436,0.0025242293874422708,0.0025242293874422708,stage3_l_opt,l_opt_current_alpha,0.006850006442901069,0.00656223822113286,not_needed,0,0,0.0,3522,21708,ok,eval,,"[0.6686394499341836, 0.16568776761328197, 0.16567278245253447]",0,10.000000000000002,"[3, 18, 5]","[3, 18, 5]",1,"[{""coalition_ids"": [3, 18, 5], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
24,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[13, 20, 7]","[0.4572396236279282, 0.2299679008300801, 0.3127924755419918]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.09440774627799073, 0.7855279390515507, 0.12006431467045862]","[0.08953171388910619, 0.7947564003927388, 0.11571188571815506]",20,0,False,max_rounds,0.05,0,19,0.024665167353697344,0.0026645331333080926,0.0026645331333080926,stage3_l_opt,l_opt_current_alpha,0.9043892114364347,0.9228461341188108,not_needed,0,0,0.0,5862,25242,ok,eval,,"[0.08953171388910619, 0.7947564003927388, 0.11571188571815506]",0,10.0,"[13, 20, 7]","[13, 20, 7]",1,"[{""coalition_ids"": [13, 20, 7], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
